movie_id,title,overview,release_date,runtime,vote_average,vote_count,popularity,original_language,director,top_cast
17047,Agent Cody Banks 2: Destination London,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",2004-12-03,100.0,5.2,144,10.925618,en,Kevin Allen,"Frankie Muniz, Anthony Anderson, Hannah Spearritt"
62838,New Year's Eve,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,2011-12-08,118.0,5.7,718,21.219292,en,Garry Marshall,"Robert De Niro, Katherine Heigl, Ashton Kutcher"
2057,Original Sin,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",2001-08-03,118.0,5.8,198,14.831402,en,Michael Cristofer,"Angelina Jolie, Antonio Banderas, Gregory Itzin"
70436,The Raven,"A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.",2012-03-09,111.0,6.1,426,22.520842,en,James McTeigue,"John Cusack, Luke Evans, Alice Eve"
16784,Welcome to Mooseport,"A US president (Gene Hackman) who has retired after two terms in office returns to his hometown of Mooseport, Maine and decides to run for Mayor against another local candidate (Ray Romano).",2004-02-24,110.0,4.8,54,3.314094,en,Donald Petrie,"Ray Romano, Gene Hackman, Marcia Gay Harden"
8011,Highlander: The Final Dimension,"Starts off in the 15th century, with Connor McLeod (Christopher Lambert) training with another immortal swordsman, the Japanese sorcerer Nakano (Mako). When an evil immortal named Kane (Mario Van Peebles) kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.",1994-11-29,99.0,4.5,110,7.964451,en,Andrew Morahan,"Christopher Lambert, Mario Van Peebles, Deborah Kara Unger"
31640,Blood and Wine,"A man who has failed as a father and husband commits a heist to make money for his fledging business, but things become complicated when his wife interferes.",1996-10-03,101.0,5.5,34,1.492056,en,Bob Rafelson,"Jack Nicholson, Stephen Dorff, Jennifer Lopez"
9092,Snow White: A Tale of Terror,"Based somewhat more authentically on the Grimm Brothers' story of a young woman who is unliked by her stepmother, the film includes the talking mirror, a poisoned apple, and some ruffian gold (not diamond) miners (and they aren't dwarfs or cute). It takes place at the time of the Crusades, and depicts the attitudes of the wealthy and the peasant classes toward one another.",1997-07-18,100.0,6.0,62,4.810621,en,Michael Cohn,"Sigourney Weaver, Sam Neill, Monica Keena"
2779,The Curse of the Jade Scorpion,"CW Briggs is a veteran insurance investigator, with many successes. Betty Ann Fitzgerald is a new employee in the company he works for, with the task of reorganizing the office. They don't like each other - or at least that's what they think. During a night out with the rest of the office employees, they go to watch Voltan, a magician who secretly hypnotizes both of them.",2001-08-05,103.0,6.5,165,9.317265,en,Woody Allen,"Dan Aykroyd, Helen Hunt, Woody Allen"
316002,Accidental Love,"A small town waitress gets a nail accidentally lodged in her head causing unpredictable behavior that leads her to Washington, DC.  Sparks fly when she meets a clueless young senator who takes up her cause - but what happens when love interferes with what you stand for?",2015-02-10,100.0,3.9,95,5.644844,en,David O. Russell,"Jake Gyllenhaal, Jessica Biel, James Marsden"
36355,Flipper,"Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named Flipper, that brings uncle and nephew together and leads Sandy on the summer adventure of a lifetime.",1996-05-17,95.0,5.3,84,4.475007,en,Alan Shapiro,"Elijah Wood, Paul Hogan, Jonathan Banks"
238615,Self/less,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,2015-07-10,116.0,6.3,1091,66.097437,en,Tarsem Singh,"Ryan Reynolds, Ben Kingsley, Natalie Martinez"
1985,The Constant Gardener,"Justin Quayle is a low-level British diplomat who has always gone about his work very quietly, not causing any problems. But after his radical wife Tessa is killed he becomes determined to find out why, thrusting himself into the middle of a very dangerous conspiracy.",2005-08-31,129.0,6.8,417,20.679652,en,Fernando Meirelles,"Ralph Fiennes, Rachel Weisz, Danny Huston"
615,The Passion of the Christ,"""The Passion of the Christ"" is a film about the last 12 hours in the life of Jesus. Director Mel Gibson received much criticism from critics and audiences for his explicit depiction of and focus on violence and on christs suffering, especially on the part of the jewish community. The films languages are Arabic, Latin and Hebrew and its actors are laymen which was controversially received as well.",2004-02-25,127.0,6.9,864,38.171417,en,Mel Gibson,"Jim Caviezel, Maia Morgenstern, Monica Bellucci"
788,Mrs. Doubtfire,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",1993-11-24,125.0,7.0,1591,30.884535,en,Chris Columbus,"Robin Williams, Sally Field, Pierce Brosnan"
380,Rain Man,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,1988-12-11,133.0,7.6,1709,49.510658,en,Barry Levinson,"Dustin Hoffman, Tom Cruise, Valeria Golino"
13223,Gran Torino,"Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",2008-12-09,116.0,7.8,3086,50.7453,en,Clint Eastwood,"Clint Eastwood, Christopher Carley, Bee Vang"
10523,W.,"Whether you love him or hate him, there is no question that George W. Bush is one of the most controversial public figures in recent memory. W takes viewers through Bush’s eventful life -- his struggles and triumphs, how he found both his wife and his faith, and of course the critical days leading up to Bush’s decision to invade Iraq.",2008-10-17,131.0,6.1,143,10.445391,en,Oliver Stone,"Josh Brolin, Elizabeth Banks, Ellen Burstyn"
8681,Taken,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",2008-02-18,93.0,7.2,4369,80.879032,en,Pierre Morel,"Liam Neeson, Famke Janssen, Maggie Grace"
239571,The Best of Me,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,2014-10-16,117.0,7.2,765,33.93914,en,Michael Hoffman,"Michelle Monaghan, James Marsden, Liana Liberato"
619,The Bodyguard,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.",1992-11-25,129.0,6.1,661,26.576385,en,Mick Jackson,"Whitney Houston, Kevin Costner, Michele Lamar Richards"
424,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,1993-11-29,195.0,8.3,4329,104.469351,en,Steven Spielberg,"Liam Neeson, Ben Kingsley, Ralph Fiennes"
50014,The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",2011-08-09,146.0,7.8,1910,42.191509,en,Tate Taylor,"Emma Stone, Viola Davis, Octavia Spencer"
162903,The Fifth Estate,"A look at the relationship between WikiLeaks founder Julian Assange and his early supporter and eventual colleague Daniel Domscheit-Berg, and how the website's growth and influence led to an irreparable rift between the two friends.",2013-10-11,128.0,5.7,364,20.267062,en,Bill Condon,"Benedict Cumberbatch, Daniel Brühl, Anthony Mackie"
11024,Scooby-Doo 2: Monsters Unleashed,"When Mystery, Inc. are guests of honor at the grand opening of the Coolsville Museum of Criminology, a masked villain shows up and creates havoc before stealing the costumes of the gang's most notorious villains...Could it be that their nemesis, mad scientist Jonathan Jacobo has returned and is trying to recreate their deadliest foes?",2004-03-24,93.0,5.4,500,22.644275,en,Raja Gosnell,"Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard"
208763,Forbidden Kingdom,"Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.",2014-01-30,127.0,4.9,71,7.182761,ru,Oleg Stepchenko,"Jason Flemyng, Aleksey Chadov, Agniya Ditkovskite"
6466,Freddy vs. Jason,"Evil dream-demon Freddy Krueger devises a plan to manipulate the unstoppable Jason Vorhees into hacking up the teenagers of Elm Street in an effort to make people remember the name Freddy Krueger, thus freeing him from limbo.",2003-08-15,97.0,5.8,594,26.69592,en,Ronny Yu,"Robert Englund, Ken Kirzinger, Jason Ritter"
254024,The Face of an Angel,Both a journalist and a documentary filmmaker chase the story of a murder and its prime suspect.,2014-09-06,100.0,4.7,64,7.336256,en,Michael Winterbottom,"Kate Beckinsale, Cara Delevingne, Daniel Brühl"
12589,Jimmy Neutron: Boy Genius,"Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents.",2001-12-21,83.0,5.6,231,12.739721,en,John A. Davis,"Debi Derryberry, Megan Cavanagh, Mark DeCarlo"
7191,Cloverfield,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",2008-01-15,85.0,6.4,2251,46.942396,en,Matt Reeves,"Lizzy Caplan, Jessica Lucas, Odette Annable"
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",1991-03-22,88.0,5.8,286,15.505137,en,Michael Pressman,"Paige Turco, David Warner, Michelan Sisti"
117,The Untouchables,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",1987-06-02,119.0,7.6,1384,38.272889,en,Brian De Palma,"Kevin Costner, Sean Connery, Charles Martin Smith"
6977,No Country for Old Men,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",2007-11-08,122.0,7.7,3003,53.645267,en,Joel Coen,"Tommy Lee Jones, Javier Bardem, Josh Brolin"
168530,Ride Along,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.",2014-01-07,99.0,6.1,853,28.468,en,Tim Story,"Ice Cube, Kevin Hart, John Leguizamo"
634,Bridget Jones's Diary,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",2001-04-13,97.0,6.5,1356,35.310712,en,Sharon Maguire,"Renée Zellweger, Colin Firth, Hugh Grant"
392,Chocolat,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",2000-12-14,121.0,6.8,951,28.727731,en,Lasse Hallström,"Juliette Binoche, Alfred Molina, Johnny Depp"
10327,"Legally Blonde 2: Red, White & Blonde","After Elle Woods, the eternally perky, fashionably adventurous, famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing, she takes her fight to Washington. As an aide for Congresswoman Victoria Rudd, she pushes for a bill to ban testing once and for all, but it's her building's doorman who advises her on how to get her way on the Hill.",2003-07-02,95.0,5.1,377,4.340616,en,Charles Herman-Wurmfeld,"Reese Witherspoon, Sally Field, Regina King"
88042,Parental Guidance,Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,2012-12-25,104.0,5.7,210,14.604911,en,Andy Fickman,"Billy Crystal, Bette Midler, Marisa Tomei"
41630,No Strings Attached,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",2011-01-21,107.0,6.1,1331,38.688822,en,Ivan Reitman,"Natalie Portman, Ashton Kutcher, Kevin Kline"
11969,Tombstone,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",1993-12-25,130.0,7.4,626,30.537845,en,George P. Cosmatos,"Kurt Russell, Val Kilmer, Sam Elliott"
2085,Romeo Must Die,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang SIng and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!",2000-03-20,115.0,6.0,330,19.750059,en,Andrzej Bartkowiak,"Jet Li, Aaliyah, Isaiah Washington"
794,The Omen,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil. A classic horror film with Gregory Peck from 1976.",1976-06-06,111.0,7.2,476,25.939385,en,Richard Donner,"Gregory Peck, Lee Remick, David Warner"
9286,Final Destination 3,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.",2006-02-10,93.0,5.8,974,31.64341,en,James Wong,"Mary Elizabeth Winstead, Ryan Merriman, Kris Lemche"
77877,The Lucky One,"U.S. Marine Sergeant Logan Thibault returns from his third tour of duty in Iraq, with the one thing he credits with keeping him alive-a photograph he found of a woman he doesn't even know. Learning her name is Beth and where she lives, he shows up at her door, and ends up taking a job at her family-run local kennel. Despite her initial mistrust and the complications in her life, a romance develops between them, giving Logan hope that Beth could be much more than his good luck charm.",2012-04-19,101.0,6.8,946,26.811541,en,Scott Hicks,"Zac Efron, Blythe Danner, Taylor Schilling"
1265,Bridge to Terabithia,"Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.",2007-02-16,96.0,7.0,1113,40.646102,en,Gábor Csupó,"Josh Hutcherson, AnnaSophia Robb, Robert Patrick"
866,Finding Neverland,Finding Neverland is an amusing drama about how the story of Peter Pan and Neverland came to be. During a writing slump play writer J.M. Barrie meets the widowed Sylvia and her three children who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece “Peter Pan.”,2004-10-17,106.0,7.2,1223,34.160448,en,Marc Forster,"Johnny Depp, Kate Winslet, Julie Christie"
175555,A Madea Christmas,Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.,2013-12-13,100.0,7.0,35,5.377155,en,Tyler Perry,"Tyler Perry, Anna Maria Horsford, Tika Sumpter"
75174,The Grey,An oil drilling team struggles to survive after a plane crash strands them in the wilds of Alaska. Hunting them is a pack of wolves that sees them as intruders.,2012-01-26,117.0,6.4,1451,48.552871,en,Joe Carnahan,"Liam Neeson, Dermot Mulroney, Frank Grillo"
11096,Hide and Seek,"David Callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, Emily on his own. David is at first amused to discover that Emily has created an imaginary friend named 'Charlie', but it isn't long before 'Charlie' develops a sinister and violent side, and as David struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'Charlie' isn't just a figment of Emily's imagination.",2005-01-27,101.0,6.1,440,18.228538,en,John Polson,"Robert De Niro, Dakota Fanning, Famke Janssen"
8699,Anchorman: The Legend of Ron Burgundy,"It's the 1970s, and San Diego super-sexist anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",2004-07-09,94.0,6.7,1493,29.342744,en,Adam McKay,"Will Ferrell, Christina Applegate, Paul Rudd"
769,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",1990-09-12,145.0,8.2,3128,63.654244,en,Martin Scorsese,"Robert De Niro, Ray Liotta, Joe Pesci"
10923,Agent Cody Banks,"Recruited by the U.S. government to be a special agent, nerdy teenager Cody Banks must get closer to cute classmate Natalie in order to learn about an evil plan hatched by her father. But despite the agent persona, Cody struggles with teen angst.",2003-03-14,102.0,5.0,284,11.859396,en,Harald Zwart,"Frankie Muniz, Hilary Duff, Angie Harmon"
11283,Nanny McPhee,"Widower Cedric Brown (Colin Firth) hires Nanny McPhee (Emma Thompson) to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon (Thomas Sangster) and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch (Angela Lansbury), threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.",2005-10-21,97.0,6.4,711,24.356483,en,Kirk Jones,"Emma Thompson, Colin Firth, Kelly Macdonald"
111,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",1983-12-08,170.0,8.0,2948,70.105981,en,Brian De Palma,"Al Pacino, Steven Bauer, Michelle Pfeiffer"
11676,Nothing to Lose,"Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.",1997-07-18,97.0,6.3,174,8.618208,en,Steve Oedekerk,"Tim Robbins, Martin Lawrence, John C. McGinley"
746,The Last Emperor,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",1987-10-21,163.0,7.4,355,21.189028,en,Bernardo Bertolucci,"John Lone, Peter O'Toole, Joan Chen"
77866,Contraband,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago – smuggling – to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.",2012-01-12,109.0,6.1,770,31.364901,en,Baltasar Kormákur,"Mark Wahlberg, Kate Beckinsale, Ben Foster"
9416,Money Talks,"Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",1997-08-22,97.0,5.9,87,7.615653,en,Brett Ratner,"Chris Tucker, Charlie Sheen, Heather Locklear"
7345,There Will Be Blood,"When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.",2007-12-28,158.0,7.9,1537,37.817905,en,Paul Thomas Anderson,"Daniel Day-Lewis, Paul Dano, Dillon Freasier"
14317,The Wild Thornberrys Movie,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",2002-12-20,85.0,5.8,44,5.784661,en,Cathy Malkasian,"Lacey Chabert, Tom Kane, Cree Summer"
20694,Rugrats Go Wild,"Rugrats Go Wild is a 2003 crossover animated film, with two animated Nickelodeon television series Rugrats and The Wild Thornberrys.The film was produced by Klasky Csupo and released in theaters on June 13, 2003 by Paramount Pictures and Nickelodeon Movies. It also makes this the Rugrats series finale, after the show ceased production. As there are currently no further Rugrats movies in production, Rugrats Go Wild stands as the final Rugrats film. It is the only Nickelodeon film to be a crossover. Although it is a crossover film, it is primarily a Rugrats movie as the main plot focuses on the those characters.The Rugrats family vacation takes an exotic detour when their boat capsizes and they become shipwrecked on a deserted tropical island. With the jungle as their new backyard, the babies reace wildly from one dangerous adventure to the next…soon to discover that someone else is on the island. It's The Wild Thornberrys...on an island adventure of their own!",2003-06-13,84.0,5.6,61,8.255708,en,Norton Virgien,"E.G. Daily, Nancy Cartwright, Kath Soucie"
12277,Undercover Brother,"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.",2002-05-31,86.0,5.5,112,6.086083,en,Malcolm D. Lee,"Eddie Griffin, Chris Kattan, Denise Richards"
9779,The Sisterhood of the Traveling Pants,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",2005-06-01,119.0,6.3,386,17.17372,en,Ken Kwapis,"Amber Tamblyn, Alexis Bledel, America Ferrera"
2140,Kiss of the Dragon,"Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.",2001-07-06,98.0,6.4,298,16.936576,en,Chris Nahon,"Jet Li, Bridget Fonda, Tchéky Karyo"
12620,The House Bunny,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.",2008-08-22,97.0,5.6,529,25.838073,en,Fred Wolf,"Anna Faris, Emma Stone, Kat Dennings"
14177,Beauty Shop,"You thought you'd heard it all in the barbershop, but you haven't heard anything yet - the women get their own chance to shampoo, shine, and speak their minds in Beauty Shop.",2005-06-02,105.0,5.4,115,5.625632,en,Bille Woodruff,"Queen Latifah, Alicia Silverstone, Andie MacDowell"
198185,Million Dollar Arm,"In a last-ditch effort to save his career, sports agent JB Bernstein (Jon Hamm) dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.",2014-05-09,124.0,6.6,259,17.312433,en,Craig Gillespie,"Jon Hamm, Bill Paxton, Lake Bell"
227156,The Giver,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",2014-08-11,94.0,6.4,1798,53.811461,en,Phillip Noyce,"Jeff Bridges, Meryl Streep, Brenton Thwaites"
10735,What a Girl Wants,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",2003-03-27,105.0,5.8,368,7.057765,en,Dennie Gordon,"Amanda Bynes, Colin Firth, Kelly Preston"
11351,Jeepers Creepers 2,"After 23 horrifying days of gorging on human flesh, an ancient creature known as the Creeper embarks on a final voracious feeding frenzy, terrorizing a group of varsity basketball players, cheerleaders and coaches stranded on a remote highway when their bus breaks down. The terrified group is forced to come together and do battle against the winged creature hell-bent on completing its grizzly ritual.",2003-08-08,104.0,5.5,299,19.045146,en,Victor Salva,"Ray Wise, Jonathan Breck, Garikayi Mutambirwa"
10030,Good Luck Chuck,"Cursed since childhood, dentist Charlie Kagan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",2007-09-21,101.0,5.5,444,21.729434,en,Mark Helfrich,"Dane Cook, Jessica Alba, Dan Fogler"
10623,Cradle 2 the Grave,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.",2003-02-28,101.0,5.8,236,12.837116,en,Andrzej Bartkowiak,"Jet Li, DMX, Kelly Hu"
590,The Hours,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",2002-12-27,114.0,7.0,451,20.953265,en,Stephen Daldry,"Nicole Kidman, Julianne Moore, Meryl Streep"
9655,She's the Man,"Viola Johnson is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",2006-03-17,105.0,6.4,671,10.81439,en,Andy Fickman,"Amanda Bynes, Channing Tatum, Laura Ramsey"
1268,Mr. Bean's Holiday,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",2007-03-22,90.0,6.1,663,27.683874,en,Steve Bendelack,"Rowan Atkinson, Max Baldry, Emma de Caunes"
11237,Anacondas: The Hunt for the Blood Orchid,"The blood orchid - A rare flower that holds the secret of eternal life and a fortune to the pharmaceutical company that finds it. Led by a two-fisted soldier of fortune, a scientific expedition is sent deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling their way upriver, the explorers brave poisonous insects, ferocious crocodiles and savage headhunters, unaware they're being stalked by an even greater danger: a nest of giant anacondas, voracious, fifty-foot-long flesh-eaters who'll stop at nothing to protect their breeding ground, the blood orchid's home.",2004-08-26,97.0,4.9,199,9.855474,en,Dwight H. Little,"Johnny Messner, KaDee Strickland, Matthew Marsden"
